contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
bacteria--NZ_JH600998.1	34939	No	NA	26	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQB01000008.1	12029	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQI01000089.1	20336	No	NA	10	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQJ01000046.1	19260	No	NA	18	0	12	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQK01000396.1	3041	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQL01000171.1	10037	No	NA	11	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQN01000551.1	6365	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQN01000358.1	11380	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQO01000472.1	3441	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQQ01000406.1	11161	No	NA	11	0	10	Low-quality	Genome-fragment	3.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AHQQ01000284.1	5158	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQS01000546.1	7523	No	NA	8	0	1	Low-quality	Genome-fragment	8.59	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AHQS01000119.1	4861	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQT01000069.1	19114	No	NA	16	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQU01000049.1	85735	No	NA	61	0	28	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHQW01000125.1	7502	No	NA	12	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_BAEU01000087.1	9954	No	NA	10	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_BAEV01000083.1	17970	No	NA	16	0	13	Low-quality	Genome-fragment	16.99	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AHTI02000153.1	54809	No	NA	42	1	30	Low-quality	Genome-fragment	4.59	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AHLB01000040.1	5142	No	NA	4	0	4	Low-quality	Genome-fragment	5.95	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AHLP01000041.1	30680	No	NA	29	0	24	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AICN01000012.1	6381	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_BAFD01000124.1	205858	No	NA	186	1	137	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_BAFD01000057.1	52201	No	NA	48	0	33	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_BAFC01000018.1	24038	No	NA	27	0	20	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIDZ01000116.1	3238	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIEC01000236.1	3009	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIEF01000156.1	5203	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIEK01000263.1	3379	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIEL01000033.1	29023	No	NA	29	0	19	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIFA01000004.1	16688	No	NA	26	8	1	Low-quality	Genome-fragment	26.27	AAI-based (medium-confidence)	0.0	1.0	
bacteria--NZ_AIFF01000009.1	81613	No	NA	95	4	33	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AIFW01000018.1	39170	No	NA	35	0	28	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIGK01000068.1	4795	No	NA	7	0	3	Low-quality	Genome-fragment	2.75	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AIGK01000011.1	136905	No	NA	129	0	101	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIGU01000006.1	59489	Yes	22149	72	26	30	Low-quality	Genome-fragment	36.48	HMM-based (lower-bound)	62.77	1.0	
bacteria--NZ_AIHI01000023.1	206444	No	NA	195	2	157	Medium-quality	Genome-fragment	85.5	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AIHP01000035.1	609248	Yes	46515	563	9	397	Complete	High-quality	100.0	Provirus (medium-confidence)	92.37	1.0	
bacteria--NZ_AHZV01000211.1	75110	No	NA	62	0	49	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIJU01000009.1	477965	No	NA	486	5	326	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AIMJ01000034.1	20818	Yes	13259	25	8	8	Low-quality	Genome-fragment	19.7	HMM-based (lower-bound)	36.31	1.0	
bacteria--NZ_AIMK01000051.1	4001	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIMW01000043.1	35378	No	NA	34	0	29	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIMX01000067.1	7708	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIOO01000068.1	7476	No	NA	6	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIOQ01000068.1	3420	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIPE01000117.1	6504	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIPI01000026.1	47525	No	NA	48	0	38	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIPJ01000020.1	28608	No	NA	30	0	19	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NC_017047.1	2000000	Yes	39950	1852	57	1409	Medium-quality	Genome-fragment	66.36	HMM-based (lower-bound)	98.0	1.0	low-confidence Provirus
bacteria--NZ_AGJS01000026.1	18577	No	NA	24	11	1	Low-quality	Genome-fragment	17.1	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_AGJU01000157.1	54547	No	NA	37	1	30	Low-quality	Genome-fragment	15.51	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AGJW01000039.1	10608	No	NA	11	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AIDJ02000048.1	4232	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJGW01000056.1	270317	No	NA	259	2	209	High-quality	High-quality	93.29	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AEZB01000124.1	63062	No	NA	59	0	52	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AICU01000027.1	11626	No	NA	9	0	5	Low-quality	Genome-fragment	5.73	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AJIN01000044.1	12296	No	NA	14	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJKG01000176.1	3031	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJJO01000121.1	11008	No	NA	14	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AGIE01000007.1	53097	No	NA	50	0	41	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHKO01000043.1	9575	No	NA	10	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHVC01000109.1	5644	No	NA	7	0	2	Low-quality	Genome-fragment	7.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_BACO01000094.1	4994	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_BACQ01000052.1	85158	No	NA	76	0	60	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJMV01000017.1	3189	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJSC01000034.1	5386	No	NA	8	8	0	Medium-quality	Genome-fragment	88.29	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_AJSD01000118.1	5386	No	NA	8	8	0	Medium-quality	Genome-fragment	88.29	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_AJPW01000468.1	9312	No	NA	10	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJPZ01000527.1	5292	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJPZ01000571.1	6721	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQA01000001.1	51135	No	NA	44	0	26	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQC01000795.1	6457	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQD01000001.1	53333	No	NA	53	0	45	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQD01000105.1	4709	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQD01000382.1	3527	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQD01000450.1	17956	No	NA	19	0	12	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQD01000580.1	11140	No	NA	11	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQD01000788.1	3523	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQF01000541.1	7494	No	NA	12	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQH01000171.1	52841	No	NA	56	2	34	Medium-quality	Genome-fragment	74.56	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AJQH01000204.1	24472	No	NA	24	0	21	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQJ01000033.1	11745	No	NA	9	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQO01000036.1	18733	Yes	5426	17	2	11	Low-quality	Genome-fragment	5.62	AAI-based (medium-confidence)	71.04	1.0	
bacteria--NZ_AJQP01000239.1	3923	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJQS01000083.1	8616	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJVD01000001.1	478445	No	NA	450	3	334	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AHGZ01000140.1	18342	No	NA	17	0	15	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJMR01000089.1	4218	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJSX01000042.1	3240	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJTQ01000351.1	16793	No	NA	18	0	13	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AHBN01000038.1	51472	No	NA	50	0	43	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJTT01000001.1	371899	No	NA	438	1	236	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_CAHN01000236.1	3295	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_JH668200.1	1240189	No	NA	1050	1	779	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AJLQ01000001.1	18752	No	NA	20	1	8	Low-quality	Genome-fragment	25.21	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AJVQ01000113.1	90522	Yes	35269	102	29	42	Complete	High-quality	100.0	Provirus (high-confidence)	61.04	1.0	contig >1.5x longer than expected genome length
bacteria--NZ_AJVQ01000238.1	35681	No	NA	46	0	12	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJVS01000061.1	6157	No	NA	13	9	0	Low-quality	Genome-fragment	12.97	AAI-based (medium-confidence)	0.0	1.0	
bacteria--NZ_AJVT01000357.1	32516	No	NA	31	0	24	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJVT01000412.1	30204	No	NA	22	0	19	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJVV01000030.1	5257	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJVW01000085.1	3778	No	NA	4	4	0	Low-quality	Genome-fragment	7.98	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_AJVX01000179.1	59831	No	NA	54	0	42	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJVN01000001.1	563494	No	NA	415	4	340	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AJWU01000260.1	9332	No	NA	9	0	8	Low-quality	Genome-fragment	4.39	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AJXS01000137.1	17175	No	NA	15	0	5	Low-quality	Genome-fragment	5.76	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AJXS01000231.1	8355	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJXV01000070.1	67731	No	NA	50	0	23	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJXD01000082.1	8062	No	NA	10	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJXD01000092.1	7553	No	NA	10	0	5	Low-quality	Genome-fragment	6.92	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected; low-confidence DTR
bacteria--NZ_AKAU01000223.1	36505	No	NA	38	0	18	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJJY01000091.1	12476	No	NA	11	0	8	Low-quality	Genome-fragment	3.92	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AJWD02000034.1	9104	No	NA	9	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKDI01000189.1	57072	No	NA	37	0	30	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKDI01000282.1	10149	No	NA	12	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKEG01000396.1	11248	No	NA	11	0	4	Low-quality	Genome-fragment	9.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AKDY01000113.1	3875	No	NA	5	0	0	Low-quality	Genome-fragment	3.59	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AKDN01000131.1	9217	No	NA	12	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKDO01000074.1	69263	No	NA	50	0	41	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKDP01000302.1	3916	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKDT01000122.1	13178	No	NA	13	0	13	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKDV01000296.1	4696	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKEF01000077.1	53485	No	NA	40	0	34	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKFA01000138.1	31749	No	NA	18	0	16	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKFC01000267.1	21245	No	NA	16	0	11	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKFC01000292.1	14913	No	NA	13	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKFG01000042.1	27468	No	NA	23	0	18	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKFG01000129.1	42095	No	NA	34	0	25	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_JH697101.1	11458	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_JH697471.1	6132	No	NA	11	9	0	Low-quality	Genome-fragment	11.73	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_JH695567.1	67860	No	NA	59	0	42	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_JH694820.1	10072	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_JH699264.1	16013	No	NA	21	15	0	Low-quality	Genome-fragment	35.39	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_JH699626.1	9267	No	NA	17	13	0	Low-quality	Genome-fragment	14.78	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_JH701669.1	3334	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_JH700774.1	4743	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_JH702701.1	6957	No	NA	10	9	0	Low-quality	Genome-fragment	12.2	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_JH703460.1	3183	No	NA	4	1	0	Low-quality	Genome-fragment	2.92	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_JH705663.1	9002	No	NA	6	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_JH707263.1	5917	No	NA	5	4	0	Low-quality	Genome-fragment	10.41	AAI-based (high-confidence)	0.0	1.0	
bacteria--NZ_JH707344.1	20766	No	NA	25	0	11	Low-quality	Genome-fragment	18.06	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_JH708195.1	41010	Yes	4765	43	10	22	Low-quality	Genome-fragment	6.92	HMM-based (lower-bound)	88.38	1.0	
bacteria--NZ_JH709042.1	19054	No	NA	21	0	12	Low-quality	Genome-fragment	10.91	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AKRR01000006.1	14899	No	NA	15	0	3	Low-quality	Genome-fragment	14.43	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AKRM01000205.1	9549	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKRM01000469.1	6360	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKRO01000071.1	12531	Yes	7586	10	1	3	Low-quality	Genome-fragment	6.91	AAI-based (high-confidence)	39.46	1.0	
bacteria--NZ_AKRO01000469.1	8656	No	NA	10	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKRO01000518.1	25822	No	NA	23	0	19	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKRX01000203.1	18572	No	NA	17	1	12	Low-quality	Genome-fragment	9.38	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AKSA01000057.1	37182	No	NA	38	0	29	Low-quality	Genome-fragment	21.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AKSG01000283.1	11983	No	NA	12	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSP01000147.1	5360	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSP01000409.1	3158	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSP01000813.1	11494	No	NA	8	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSP01001244.1	7653	No	NA	9	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSQ01000131.1	20888	No	NA	18	0	11	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSR01000458.1	10576	No	NA	10	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSS01000520.1	8706	No	NA	8	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSY01000284.1	4625	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKTA01000051.1	18060	No	NA	17	0	15	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKTA01000279.1	17049	No	NA	12	0	12	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKTG01000099.1	8563	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKTH01000109.1	6912	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKTO01000231.1	19402	No	NA	21	2	11	Low-quality	Genome-fragment	43.72	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AKSL01000370.1	7309	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSZ01000128.1	8506	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKSZ01000378.1	8427	No	NA	8	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKTJ01000413.1	14185	No	NA	13	0	11	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKTR01000498.1	11305	No	NA	9	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKTR01000793.1	39467	No	NA	37	0	29	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AFSY01000163.1	4966	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKIQ01000020.1	52281	No	NA	58	1	30	Low-quality	Genome-fragment	22.87	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_AJZA02000145.1	6044	No	NA	8	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJZH02000036.1	3623	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	15.45	no viral genes detected; high kmer_freq may indicate large duplication
bacteria--NZ_AJXF01000726.1	12096	No	NA	14	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJXH01000331.1	20103	No	NA	20	0	12	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKHE01000042.1	54081	No	NA	38	0	30	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKGU01000007.1	22508	No	NA	20	0	17	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJXJ01000070.1	17280	No	NA	11	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AJXJ01000665.1	34961	No	NA	36	0	28	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKAV01000057.1	103949	Yes	28640	107	25	59	Medium-quality	Genome-fragment	80.86	AAI-based (high-confidence)	72.45	1.0	contig >1.5x longer than expected genome length
bacteria--NZ_AKAX01000123.1	4970	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKAZ01000013.1	109562	No	NA	105	0	89	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKFS01000204.1	5094	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AKBJ01000031.1	16350	No	NA	11	0	11	Low-quality	Genome-fragment	5.69	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
bacteria--NZ_AKBO01000513.1	4707	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_AGQP01000012.1	198514	No	NA	200	0	146	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_ALCA01000055.1	13715	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_ALCH01000009.1	57430	No	NA	45	2	36	High-quality	High-quality	91.12	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_JH724686.1	9631	Yes	3461	10	1	4	Low-quality	Genome-fragment	1.4	HMM-based (lower-bound)	64.06	1.0	
bacteria--NZ_JH724809.1	3660	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_ALEK01000039.1	100851	No	NA	92	0	75	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
bacteria--NZ_ALEM01000007.1	227882	No	NA	198	1	165	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
bacteria--NZ_ALEZ01000026.1	5663	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
