contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
NC_008967.1	3841	No	NA	2	1	0	Low-quality	Genome-fragment	1.57	AAI-based (high-confidence)	0.0	1.0	
NC_008968.1	3868	No	NA	3	0	0	Low-quality	Genome-fragment	1.57	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008953.1	3935	No	NA	3	0	0	Low-quality	Genome-fragment	1.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008969.1	3957	No	NA	7	1	0	Low-quality	Genome-fragment	1.6	AAI-based (high-confidence)	0.0	1.0	
NC_008959.1	3213	No	NA	2	0	0	Low-quality	Genome-fragment	1.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008960.1	3225	No	NA	2	0	0	Low-quality	Genome-fragment	1.31	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008961.1	3293	No	NA	1	1	0	Low-quality	Genome-fragment	1.34	AAI-based (high-confidence)	0.0	1.0	
NC_008962.1	3385	No	NA	2	0	0	Low-quality	Genome-fragment	1.37	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008999.1	3402	No	NA	5	0	0	Low-quality	Genome-fragment	1.38	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008949.1	3510	No	NA	4	0	0	Low-quality	Genome-fragment	1.42	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008955.1	3548	No	NA	5	0	0	Low-quality	Genome-fragment	1.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008963.1	3573	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008970.1	4006	No	NA	5	0	0	Low-quality	Genome-fragment	1.62	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008954.1	4351	No	NA	4	0	0	Low-quality	Genome-fragment	1.76	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008980.1	4367	No	NA	4	1	0	Low-quality	Genome-fragment	1.77	AAI-based (high-confidence)	0.0	1.0	
NC_008948.1	4442	No	NA	2	0	0	Low-quality	Genome-fragment	1.8	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009001.1	4461	No	NA	5	0	0	Low-quality	Genome-fragment	1.81	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008981.1	4495	No	NA	2	0	0	Low-quality	Genome-fragment	1.82	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008982.1	4562	No	NA	2	0	0	Low-quality	Genome-fragment	1.85	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008946.1	4692	No	NA	3	0	0	Low-quality	Genome-fragment	1.9	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008983.1	4720	No	NA	3	0	0	Low-quality	Genome-fragment	1.91	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008984.1	4729	No	NA	6	3	0	Low-quality	Genome-fragment	1.92	AAI-based (high-confidence)	0.0	1.0	
NC_009002.1	4808	No	NA	3	0	0	Low-quality	Genome-fragment	1.95	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008952.1	4063	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008985.1	4914	No	NA	2	0	0	Low-quality	Genome-fragment	1.99	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008971.1	4126	No	NA	4	1	0	Low-quality	Genome-fragment	1.67	AAI-based (high-confidence)	0.0	1.0	
NC_008972.1	4144	No	NA	6	1	0	Low-quality	Genome-fragment	1.68	AAI-based (high-confidence)	0.0	1.0	
NC_008973.1	4180	No	NA	3	1	0	Low-quality	Genome-fragment	1.69	AAI-based (high-confidence)	0.0	1.0	
NC_008976.1	4188	No	NA	4	0	0	Low-quality	Genome-fragment	1.7	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008977.1	4225	No	NA	2	1	0	Low-quality	Genome-fragment	1.71	AAI-based (high-confidence)	0.0	1.0	
NC_008978.1	4247	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008979.1	4264	No	NA	4	0	0	Low-quality	Genome-fragment	1.73	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008986.1	5047	No	NA	4	1	0	Low-quality	Genome-fragment	2.05	AAI-based (high-confidence)	0.0	1.0	
NC_008994.1	5579	No	NA	6	3	0	Low-quality	Genome-fragment	2.26	AAI-based (high-confidence)	0.0	1.0	
NC_008995.1	5848	No	NA	6	4	0	Low-quality	Genome-fragment	2.37	AAI-based (high-confidence)	0.0	1.0	
NC_008996.1	5404	No	NA	6	0	0	Low-quality	Genome-fragment	2.19	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008987.1	5050	No	NA	4	2	0	Low-quality	Genome-fragment	2.05	AAI-based (high-confidence)	0.0	1.0	
NC_008988.1	5070	No	NA	6	3	0	Low-quality	Genome-fragment	2.06	AAI-based (high-confidence)	0.0	1.0	
NC_008989.1	5108	No	NA	4	2	0	Low-quality	Genome-fragment	2.07	AAI-based (high-confidence)	0.0	1.0	
NC_008950.1	5254	No	NA	4	0	0	Low-quality	Genome-fragment	2.13	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008990.1	5298	No	NA	6	3	0	Low-quality	Genome-fragment	2.17	AAI-based (high-confidence)	0.0	1.0	
NC_008991.1	5328	No	NA	5	3	0	Low-quality	Genome-fragment	2.18	AAI-based (high-confidence)	0.0	1.0	
NC_008992.1	5353	No	NA	6	0	0	Low-quality	Genome-fragment	2.17	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008993.1	5530	No	NA	4	2	0	Low-quality	Genome-fragment	2.24	AAI-based (high-confidence)	0.0	1.0	
NC_009003.1	6145	No	NA	7	0	0	Low-quality	Genome-fragment	2.49	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008997.1	6654	No	NA	5	3	0	Low-quality	Genome-fragment	2.7	AAI-based (high-confidence)	0.0	1.0	
NC_008998.1	8851	No	NA	7	0	0	Low-quality	Genome-fragment	3.59	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009014.1	45445	No	NA	52	41	0	High-quality	High-quality	99.82	AAI-based (high-confidence)	0.0	1.0	
NC_009016.1	38197	No	NA	54	30	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009018.1	38528	No	NA	60	39	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009021.1	29114	No	NA	9	5	0	High-quality	High-quality	98.55	AAI-based (high-confidence)	0.0	1.0	
NC_007924.1	38239	No	NA	58	33	0	High-quality	High-quality	97.99	AAI-based (high-confidence)	0.0	1.0	
NC_008094.1	5188	No	NA	3	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.1	low-confidence DTR
NC_008017.1	7568	No	NA	4	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008033.1	2063	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008032.1	7542	No	NA	6	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008169.1	8745	No	NA	3	1	0	Medium-quality	Genome-fragment	59.4	AAI-based (medium-confidence)	0.0	1.0	
NC_008170.1	4986	No	NA	4	2	0	Low-quality	Genome-fragment	45.21	HMM-based (lower-bound)	0.0	1.0	
NC_008208.1	161475	No	NA	230	168	0	High-quality	High-quality	95.34	AAI-based (high-confidence)	0.0	1.0	
NC_008188.1	7263	No	NA	5	5	0	High-quality	High-quality	99.25	AAI-based (high-confidence)	0.0	1.0	
NC_008191.1	1866	No	NA	2	1	0	Medium-quality	Genome-fragment	50.89	AAI-based (high-confidence)	0.0	1.0	
NC_008190.1	1791	No	NA	1	1	0	Low-quality	Genome-fragment	48.84	AAI-based (high-confidence)	0.0	1.0	
NC_008202.2	42289	No	NA	59	53	0	High-quality	High-quality	98.3	AAI-based (high-confidence)	0.0	1.0	
NC_008200.1	64787	No	NA	82	54	0	High-quality	High-quality	98.25	AAI-based (high-confidence)	0.0	1.0	
NC_008206.2	78296	No	NA	127	54	0	High-quality	High-quality	99.69	AAI-based (high-confidence)	0.0	1.0	
NC_008237.1	1358	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008249.1	5900	No	NA	5	4	0	High-quality	High-quality	98.27	AAI-based (high-confidence)	0.0	1.0	
NC_008294.1	3573	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008299.1	2759	No	NA	5	3	0	Medium-quality	Genome-fragment	52.73	AAI-based (high-confidence)	0.0	1.0	
NC_008302.1	8912	No	NA	1	1	0	Medium-quality	Genome-fragment	52.74	AAI-based (high-confidence)	0.0	1.0	
NC_008303.1	4823	No	NA	3	2	0	Low-quality	Genome-fragment	28.54	AAI-based (high-confidence)	0.0	1.0	
NC_008301.1	3477	No	NA	2	2	0	Low-quality	Genome-fragment	20.46	AAI-based (high-confidence)	0.0	1.0	
NC_008311.1	7382	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008329.1	2752	No	NA	5	5	0	Medium-quality	Genome-fragment	52.68	AAI-based (high-confidence)	0.0	1.0	
NC_008363.1	28538	No	NA	54	51	0	High-quality	High-quality	92.65	AAI-based (high-confidence)	0.0	1.0	
NC_008370.1	30510	No	NA	58	48	0	High-quality	High-quality	99.04	AAI-based (high-confidence)	0.0	1.0	
NC_008374.1	2744	No	NA	4	4	0	Medium-quality	Genome-fragment	53.15	AAI-based (high-confidence)	0.0	1.0	
NC_008393.1	9890	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008520.2	132239	No	NA	149	127	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008518.1	174059	No	NA	170	64	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
NC_008517.1	2756	No	NA	3	3	0	Medium-quality	Genome-fragment	55.11	AAI-based (high-confidence)	0.0	1.0	
NC_008558.1	10851	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008560.1	1357	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008586.1	131204	No	NA	126	111	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008575.1	6662	No	NA	10	2	0	Medium-quality	Genome-fragment	85.2	AAI-based (high-confidence)	0.0	1.0	
NC_008605.1	1367	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008694.1	38564	No	NA	42	40	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_008719.1	10793	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008722.1	43420	No	NA	68	56	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008716.1	6794	No	NA	5	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008727.1	2737	No	NA	4	4	0	Medium-quality	Genome-fragment	54.55	AAI-based (high-confidence)	0.0	1.0	
NC_008799.1	43282	No	NA	67	54	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009011.2	131331	No	NA	136	116	0	High-quality	High-quality	91.23	AAI-based (high-confidence)	0.0	1.0	
NC_032088.1	10864	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009017.1	4172	No	NA	4	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009030.1	2762	No	NA	4	4	0	Medium-quality	Genome-fragment	55.23	AAI-based (high-confidence)	0.0	1.0	
NC_007816.2	4431	No	NA	4	4	0	High-quality	High-quality	99.88	AAI-based (high-confidence)	0.0	1.0	
NC_007803.1	19212	No	NA	9	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_007914.1	14462	No	NA	25	1	1	Low-quality	Genome-fragment	34.41	HMM-based (lower-bound)	0.0	1.0	
NC_007922.1	5079	No	NA	6	4	0	High-quality	High-quality	98.9	AAI-based (high-confidence)	0.0	1.0	
NC_007921.1	147544	No	NA	155	130	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_007967.1	38194	No	NA	56	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008028.1	9548	No	NA	1	1	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
NC_008040.1	3105	No	NA	1	1	0	Medium-quality	Genome-fragment	68.75	AAI-based (high-confidence)	0.0	1.0	
NC_008041.1	1434	No	NA	3	1	0	Low-quality	Genome-fragment	31.56	AAI-based (high-confidence)	0.0	1.0	
NC_008171.1	5792	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008172.1	4175	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008173.1	3129	No	NA	1	1	0	Low-quality	Genome-fragment	1.0	HMM-based (lower-bound)	0.0	1.0	
NC_008174.1	2833	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008175.1	2027	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008176.1	1687	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008177.1	1556	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008178.1	1449	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008179.1	1296	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008180.1	878	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_008181.1	741	No	NA	2	1	0	Low-quality	Genome-fragment	0.16	HMM-based (lower-bound)	0.0	1.0	
NC_008187.1	191100	No	NA	154	72	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008194.1	74483	No	NA	135	121	0	High-quality	High-quality	97.84	AAI-based (high-confidence)	0.0	1.0	
NC_008185.1	4787	No	NA	3	2	0	High-quality	High-quality	93.31	AAI-based (high-confidence)	0.0	1.0	
NC_008203.1	52047	No	NA	93	84	0	High-quality	High-quality	98.82	AAI-based (high-confidence)	0.0	1.0	
NC_008197.1	68427	No	NA	98	94	0	High-quality	High-quality	98.49	AAI-based (high-confidence)	0.0	1.0	
NC_008199.1	69059	No	NA	97	86	0	High-quality	High-quality	98.94	AAI-based (high-confidence)	0.0	1.0	
NC_008210.1	231801	No	NA	158	14	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_008251.1	6858	No	NA	3	3	0	High-quality	High-quality	99.22	AAI-based (high-confidence)	0.0	1.0	
NC_008267.1	2762	No	NA	3	3	0	Medium-quality	Genome-fragment	55.23	AAI-based (high-confidence)	0.0	1.0	
NC_008297.1	7801	No	NA	7	6	0	High-quality	High-quality	99.77	AAI-based (high-confidence)	0.0	1.0	
NC_008304.1	2613	No	NA	3	3	0	Medium-quality	Genome-fragment	50.86	AAI-based (high-confidence)	0.0	1.0	
NC_008305.1	2602	No	NA	2	2	0	Low-quality	Genome-fragment	49.85	AAI-based (high-confidence)	0.0	1.0	
NC_008316.1	2767	No	NA	4	4	0	Medium-quality	Genome-fragment	53.62	AAI-based (high-confidence)	0.0	1.0	
NC_008349.1	134417	No	NA	150	126	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008366.1	17039	No	NA	9	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008375.1	1898	No	NA	3	2	0	High-quality	High-quality	93.95	AAI-based (high-confidence)	0.0	1.0	
NC_008373.1	2744	No	NA	4	4	0	Medium-quality	Genome-fragment	53.2	AAI-based (high-confidence)	0.0	1.0	
NC_008494.1	2569	No	NA	3	3	0	Low-quality	Genome-fragment	49.29	AAI-based (high-confidence)	0.0	1.0	
NC_008495.1	2514	No	NA	2	2	0	Low-quality	Genome-fragment	48.17	AAI-based (high-confidence)	0.0	1.0	
NC_008519.1	7522	No	NA	6	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008522.1	1962	No	NA	2	2	0	High-quality	High-quality	97.62	AAI-based (high-confidence)	0.0	1.0	
NC_008561.1	1373	No	NA	1	1	0	High-quality	High-quality	99.79	AAI-based (high-confidence)	0.0	1.0	
NC_008579.1	1346	No	NA	3	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008584.1	152372	No	NA	151	14	0	High-quality	High-quality	98.1	AAI-based (high-confidence)	0.0	1.0	
NC_008604.2	10837	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008614.1	6485	No	NA	4	4	0	High-quality	High-quality	99.8	AAI-based (high-confidence)	0.0	1.0	
NC_008708.2	3429	No	NA	1	1	0	Low-quality	Genome-fragment	39.84	AAI-based (high-confidence)	0.0	1.0	
NC_008707.1	2876	No	NA	2	1	0	Low-quality	Genome-fragment	33.73	AAI-based (high-confidence)	0.0	1.0	
NC_008706.1	2245	No	NA	2	2	0	Low-quality	Genome-fragment	26.09	AAI-based (high-confidence)	0.0	1.0	
NC_008714.1	7390	No	NA	1	1	0	High-quality	High-quality	99.92	AAI-based (high-confidence)	0.0	1.0	
NC_008724.1	288047	No	NA	353	300	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008733.1	4501	No	NA	1	1	0	Low-quality	Genome-fragment	15.39	AAI-based (high-confidence)	0.0	1.0	
NC_008730.1	3617	No	NA	1	0	0	Low-quality	Genome-fragment	12.38	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008732.1	3826	No	NA	2	1	0	Low-quality	Genome-fragment	13.08	AAI-based (high-confidence)	0.0	1.0	
NC_008729.1	3566	No	NA	1	1	0	Low-quality	Genome-fragment	12.19	AAI-based (high-confidence)	0.0	1.0	
NC_008735.1	3162	No	NA	1	0	0	Low-quality	Genome-fragment	10.82	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008731.1	2639	No	NA	2	0	0	Low-quality	Genome-fragment	9.04	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008736.1	2186	No	NA	2	0	0	Low-quality	Genome-fragment	7.48	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008728.1	1931	No	NA	1	0	0	Low-quality	Genome-fragment	6.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008734.1	1798	No	NA	1	0	0	Low-quality	Genome-fragment	6.15	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008737.1	1870	No	NA	2	0	0	Low-quality	Genome-fragment	6.4	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_008794.1	2745	No	NA	3	3	0	Medium-quality	Genome-fragment	52.45	AAI-based (high-confidence)	0.0	1.0	
NC_008029.1	9345	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008039.1	3374	No	NA	1	1	0	Low-quality	Genome-fragment	40.88	AAI-based (high-confidence)	0.0	1.0	
NC_008037.1	2593	No	NA	1	1	0	Low-quality	Genome-fragment	30.48	AAI-based (high-confidence)	0.0	1.0	
NC_008038.1	2129	No	NA	2	2	0	Low-quality	Genome-fragment	26.23	AAI-based (high-confidence)	0.0	1.0	
NC_008152.1	44385	No	NA	50	42	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_008168.1	104710	No	NA	116	95	1	High-quality	High-quality	98.76	AAI-based (high-confidence)	0.0	1.0	
NC_008193.1	30505	No	NA	41	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008189.1	7259	No	NA	5	5	0	High-quality	High-quality	99.22	AAI-based (high-confidence)	0.0	1.0	
NC_008207.1	153766	No	NA	222	203	0	High-quality	High-quality	96.38	AAI-based (high-confidence)	0.0	1.0	
NC_008196.1	56852	No	NA	95	89	0	High-quality	High-quality	98.56	AAI-based (high-confidence)	0.0	1.0	
NC_008205.1	56692	No	NA	99	88	0	High-quality	High-quality	98.23	AAI-based (high-confidence)	0.0	1.0	
NC_008211.1	220859	No	NA	171	18	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.05	
NC_008250.2	7711	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008266.1	8539	No	NA	4	3	0	High-quality	High-quality	99.81	AAI-based (high-confidence)	0.0	1.0	
NC_008291.1	198050	No	NA	212	173	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
NC_008296.2	177300	No	NA	199	170	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008298.1	7970	No	NA	8	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008315.1	30307	No	NA	10	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008364.1	26537	No	NA	49	14	2	Medium-quality	Genome-fragment	63.71	HMM-based (lower-bound)	0.0	1.0	
NC_008371.1	27453	No	NA	51	47	0	Medium-quality	Genome-fragment	89.16	AAI-based (high-confidence)	0.0	1.0	
NC_008365.1	6279	No	NA	4	4	0	High-quality	High-quality	98.52	AAI-based (high-confidence)	0.0	1.0	
NC_008464.1	60238	No	NA	79	67	0	High-quality	High-quality	94.48	AAI-based (high-confidence)	0.0	1.0	
NC_008515.1	165890	No	NA	262	252	0	High-quality	High-quality	96.81	AAI-based (high-confidence)	0.0	1.0	
NC_008514.1	11545	No	NA	6	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008521.1	2035	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008562.1	162109	No	NA	187	46	2	High-quality	High-quality	95.8	AAI-based (high-confidence)	0.0	1.0	
NC_008574.2	9004	No	NA	16	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008585.1	17481	No	NA	9	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008583.1	43128	No	NA	65	55	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008617.1	44061	No	NA	62	51	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008695.1	42271	No	NA	64	9	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008718.1	10510	No	NA	1	1	0	High-quality	High-quality	98.82	AAI-based (high-confidence)	0.0	1.0	
NC_008723.1	44041	No	NA	72	55	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_008793.1	2762	No	NA	4	4	0	Medium-quality	Genome-fragment	55.26	AAI-based (high-confidence)	0.0	1.0	
NC_008824.1	9816	No	NA	1	1	0	High-quality	High-quality	99.64	AAI-based (high-confidence)	0.0	1.0	
NC_009010.1	7261	No	NA	3	3	0	High-quality	High-quality	96.8	AAI-based (high-confidence)	0.0	1.0	
NC_009028.2	10755	No	NA	1	1	0	High-quality	High-quality	99.55	AAI-based (high-confidence)	0.0	1.0	
NC_009025.1	9499	No	NA	2	2	0	High-quality	High-quality	99.82	AAI-based (high-confidence)	0.0	1.0	
NC_009019.1	30286	No	NA	9	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009041.1	6395	No	NA	4	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009225.1	3245	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NC_009231.1	56538	No	NA	96	52	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_009234.1	35741	No	NA	44	28	0	High-quality	High-quality	95.55	AAI-based (high-confidence)	0.0	1.0	
NC_009087.2	8855	No	NA	6	5	0	High-quality	High-quality	99.85	AAI-based (high-confidence)	0.0	1.0	
NC_009248.1	4505	No	NA	1	1	0	Low-quality	Genome-fragment	17.59	AAI-based (high-confidence)	0.0	1.0	
NC_009244.1	3514	No	NA	1	0	0	Low-quality	Genome-fragment	13.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009243.1	3224	No	NA	1	0	0	Low-quality	Genome-fragment	12.49	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009249.1	2622	No	NA	1	0	0	Low-quality	Genome-fragment	10.16	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009247.1	2542	No	NA	1	0	0	Low-quality	Genome-fragment	9.85	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009250.1	1648	No	NA	1	0	0	Low-quality	Genome-fragment	6.38	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009251.1	1652	No	NA	1	0	0	Low-quality	Genome-fragment	6.4	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009241.1	1578	No	NA	1	0	0	Low-quality	Genome-fragment	6.18	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009246.1	1202	No	NA	1	0	0	Low-quality	Genome-fragment	4.66	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009242.1	1198	No	NA	1	0	0	Low-quality	Genome-fragment	4.64	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009245.1	1171	No	NA	1	0	0	Low-quality	Genome-fragment	4.54	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009252.1	853	No	NA	1	0	0	Low-quality	Genome-fragment	3.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_009232.2	42572	No	NA	64	58	0	High-quality	High-quality	99.02	AAI-based (high-confidence)	0.0	1.0	
NC_009240.1	96944	No	NA	96	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009424.5	5779	No	NA	4	2	0	Medium-quality	Genome-fragment	69.66	AAI-based (high-confidence)	0.0	1.1	
NC_009449.1	1336	No	NA	3	1	0	High-quality	High-quality	99.45	AAI-based (high-confidence)	0.0	1.0	
NC_009537.1	3433	No	NA	1	1	0	Low-quality	Genome-fragment	39.59	AAI-based (high-confidence)	0.0	1.0	
NC_009538.1	2914	No	NA	2	1	0	Low-quality	Genome-fragment	33.75	AAI-based (high-confidence)	0.0	1.0	
NC_009536.1	2309	No	NA	2	2	0	Low-quality	Genome-fragment	26.61	AAI-based (high-confidence)	0.0	1.0	
NC_009527.1	11966	No	NA	5	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009539.1	5229	No	NA	4	4	0	High-quality	High-quality	99.64	AAI-based (high-confidence)	0.0	1.0	
NC_009544.1	11319	No	NA	6	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009546.1	2757	No	NA	3	3	0	Medium-quality	Genome-fragment	53.5	AAI-based (high-confidence)	0.0	1.0	
NC_009552.3	40863	No	NA	61	30	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_009563.1	1372	No	NA	1	1	0	High-quality	High-quality	99.72	AAI-based (high-confidence)	0.0	1.0	
