## Contig_id	Nb genes contigs	Fragment	Nb genes	Category	Nb phage hallmark genes	Phage gene enrichment sig	Non-Caudovirales phage gene enrichment sig	Pfam depletion sig	Uncharacterized enrichment sig	Strand switch depletion sig	Short genes enrichment sig	assembly
3--VIRSorter_virus--NC_042316_1--fragment_1	6	VIRSorter_virus--NC_042316_1--fragment_1	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_042317_1--fragment_10	13	VIRSorter_virus--NC_042317_1--fragment_10	13	2		6.77138674418368						3
3--VIRSorter_virus--NC_042322_1--fragment_11	7	VIRSorter_virus--NC_042322_1--fragment_11	7	2		2.84760057882671						3
3--VIRSorter_virus--NC_042329_1--fragment_6	7	VIRSorter_virus--NC_042329_1--fragment_6	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_042329_1--fragment_7	6	VIRSorter_virus--NC_042329_1--fragment_7	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_047726_1--fragment_5	9	VIRSorter_virus--NC_047726_1--fragment_5	9	2		5.38019082289639						3
3--VIRSorter_virus--NC_047726_1--fragment_6	8	VIRSorter_virus--NC_047726_1--fragment_6	8	2		4.78239184257457						3
3--VIRSorter_virus--NC_047728_1--fragment_33	11	VIRSorter_virus--NC_047728_1--fragment_33	11	2		6.09866752882037						3
3--VIRSorter_virus--NC_047732_1--fragment_2	7	VIRSorter_virus--NC_047732_1--fragment_2	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_047733_1--fragment_11	11	VIRSorter_virus--NC_047733_1--fragment_11	11	2		gene_2-gene_11:2.87234305421289						3
3--VIRSorter_virus--NC_047733_1--fragment_30	8	VIRSorter_virus--NC_047733_1--fragment_30	8	2		4.78239184257457						3
3--VIRSorter_virus--NC_047745_1--fragment_16	4	VIRSorter_virus--NC_047745_1--fragment_16	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_047754_1--fragment_26	6	VIRSorter_virus--NC_047754_1--fragment_26	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_047754_1--fragment_5	10	VIRSorter_virus--NC_047754_1--fragment_5	10	2		4.49213405929704						3
3--VIRSorter_virus--NC_047767_1--fragment_17	4	VIRSorter_virus--NC_047767_1--fragment_17	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_047767_1--fragment_29	6	VIRSorter_virus--NC_047767_1--fragment_29	6	2		2.31342959392620						3
3--VIRSorter_virus--NC_047770_1--fragment_9	9	VIRSorter_virus--NC_047770_1--fragment_9	9	2		5.38019082289639						3
3--VIRSorter_virus--NC_047794_1--fragment_3	5	VIRSorter_virus--NC_047794_1--fragment_3	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_047825_1--fragment_12	10	VIRSorter_virus--NC_047825_1--fragment_12	10	2		2.42895704017843						3
3--VIRSorter_virus--NC_047825_1--fragment_8	4	VIRSorter_virus--NC_047825_1--fragment_8	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_047825_1--fragment_9	7	VIRSorter_virus--NC_047825_1--fragment_9	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_047848_1--fragment_6	5	VIRSorter_virus--NC_047848_1--fragment_6	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_047853_1--fragment_32	11	VIRSorter_virus--NC_047853_1--fragment_32	11	2		6.09866752882037						3
3--VIRSorter_virus--NC_047863_1--fragment_11	10	VIRSorter_virus--NC_047863_1--fragment_11	10	2		4.49213405929704						3
3--VIRSorter_virus--NC_047871_1--fragment_2	10	VIRSorter_virus--NC_047871_1--fragment_2	10	2		5.97798980321821						3
3--VIRSorter_virus--NC_047871_1--fragment_31	7	VIRSorter_virus--NC_047871_1--fragment_31	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_047871_1--fragment_34	11	VIRSorter_virus--NC_047871_1--fragment_34	11	2		gene_1-gene_10:5.50086854849855						3
3--VIRSorter_virus--NC_047872_1--fragment_2	7	VIRSorter_virus--NC_047872_1--fragment_2	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_047872_1--fragment_33	12	VIRSorter_virus--NC_047872_1--fragment_33	12	2		gene_2-gene_12:5.79763753315639						3
3--VIRSorter_virus--NC_047886_1--fragment_6	6	VIRSorter_virus--NC_047886_1--fragment_6	6	2		2.31342959392620						3
3--VIRSorter_virus--NC_047907_1--fragment_12	5	VIRSorter_virus--NC_047907_1--fragment_12	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_047940_1--fragment_2	12	VIRSorter_virus--NC_047940_1--fragment_2	12	2		4.83277069170781						3
3--VIRSorter_virus--NC_047998_1--fragment_12	5	VIRSorter_virus--NC_047998_1--fragment_12	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_048006_1--fragment_17	7	VIRSorter_virus--NC_048006_1--fragment_17	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_048045_1--fragment_14	8	VIRSorter_virus--NC_048045_1--fragment_14	8	2		3.38991345807880						3
3--VIRSorter_virus--NC_048045_1--fragment_28	5	VIRSorter_virus--NC_048045_1--fragment_28	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_048045_1--fragment_40	12	VIRSorter_virus--NC_048045_1--fragment_40	12	2		6.39543651347821						3
3--VIRSorter_virus--NC_048046_1--fragment_48	6	VIRSorter_virus--NC_048046_1--fragment_48	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_048046_1--fragment_54	7	VIRSorter_virus--NC_048046_1--fragment_54	7	2		2.84760057882671						3
3--VIRSorter_virus--NC_048110_1--fragment_10	12	VIRSorter_virus--NC_048110_1--fragment_10	12	2		gene_2-gene_11:5.19983855283457						3
3--VIRSorter_virus--NC_048173_1--fragment_3	6	VIRSorter_virus--NC_048173_1--fragment_3	6	2		2.31342959392620						3
3--VIRSorter_virus--NC_048624_1--fragment_10	6	VIRSorter_virus--NC_048624_1--fragment_10	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_048625_1--fragment_2	10	VIRSorter_virus--NC_048625_1--fragment_2	10	2		3.34946430893255						3
3--VIRSorter_virus--NC_048642_1--fragment_12	10	VIRSorter_virus--NC_048642_1--fragment_12	10	2		5.97798980321821						3
3--VIRSorter_virus--NC_048676_1--fragment_17	4	VIRSorter_virus--NC_048676_1--fragment_17	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_048683_1--fragment_6	5	VIRSorter_virus--NC_048683_1--fragment_6	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_048696_1--fragment_3	9	VIRSorter_virus--NC_048696_1--fragment_3	9	2		5.38019082289639						3
3--VIRSorter_virus--NC_048713_1--fragment_2	12	VIRSorter_virus--NC_048713_1--fragment_2	12	2		gene_1-gene_11:3.08518427388115						3
3--VIRSorter_virus--NC_048731_1--fragment_6	8	VIRSorter_virus--NC_048731_1--fragment_6	8	2		3.38991345807880						3
3--VIRSorter_virus--NC_048736_1--fragment_27	10	VIRSorter_virus--NC_048736_1--fragment_27	10	2		4.49213405929704						3
3--VIRSorter_virus--NC_048736_1--fragment_30	9	VIRSorter_virus--NC_048736_1--fragment_30	9	2		5.38019082289639						3
3--VIRSorter_virus--NC_048736_1--fragment_34	5	VIRSorter_virus--NC_048736_1--fragment_34	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_048748_1--fragment_2	5	VIRSorter_virus--NC_048748_1--fragment_2	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_048773_1--fragment_13	8	VIRSorter_virus--NC_048773_1--fragment_13	8	2		2.35075585305536						3
3--VIRSorter_virus--NC_048773_1--fragment_8	7	VIRSorter_virus--NC_048773_1--fragment_8	7	2		2.84760057882671						3
3--VIRSorter_virus--NC_048818_1--fragment_21	5	VIRSorter_virus--NC_048818_1--fragment_21	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_048828_1--fragment_8	8	VIRSorter_virus--NC_048828_1--fragment_8	8	2		2.35075585305536						3
3--VIRSorter_virus--NC_048852_1--fragment_12	8	VIRSorter_virus--NC_048852_1--fragment_12	8	2		4.78239184257457						3
3--VIRSorter_virus--NC_048855_1--fragment_28	7	VIRSorter_virus--NC_048855_1--fragment_28	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_048855_1--fragment_7	9	VIRSorter_virus--NC_048855_1--fragment_7	9	2		5.38019082289639						3
3--VIRSorter_virus--NC_048856_1--fragment_11	7	VIRSorter_virus--NC_048856_1--fragment_11	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_048865_1--fragment_19	8	VIRSorter_virus--NC_048865_1--fragment_19	8	2		4.78239184257457						3
3--VIRSorter_virus--NC_049364_1--fragment_7	10	VIRSorter_virus--NC_049364_1--fragment_7	10	2		5.97798980321821						3
3--VIRSorter_virus--NC_049370_1--fragment_6	11	VIRSorter_virus--NC_049370_1--fragment_6	11	2		6.09866752882037						3
3--VIRSorter_virus--NC_049371_1--fragment_10	5	VIRSorter_virus--NC_049371_1--fragment_10	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_049443_1--fragment_9	6	VIRSorter_virus--NC_049443_1--fragment_9	6	2		2.31342959392620						3
3--VIRSorter_virus--NC_049475_1--fragment_6	7	VIRSorter_virus--NC_049475_1--fragment_6	7	2		2.84760057882671						3
3--VIRSorter_virus--NC_049494_1--fragment_37	6	VIRSorter_virus--NC_049494_1--fragment_37	6	2		2.31342959392620						3
3--VIRSorter_virus--NC_049812_1--fragment_3	9	VIRSorter_virus--NC_049812_1--fragment_3	9	2		2.84455765933154						3
3--VIRSorter_virus--NC_049814_1--fragment_5	10	VIRSorter_virus--NC_049814_1--fragment_5	10	2		3.34946430893255						3
3--VIRSorter_virus--NC_049818_1--fragment_11	12	VIRSorter_virus--NC_049818_1--fragment_11	12	2		gene_1-gene_10:3.71398280891340						3
3--VIRSorter_virus--NC_049832_1--fragment_8	5	VIRSorter_virus--NC_049832_1--fragment_8	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_049920_1--fragment_4	6	VIRSorter_virus--NC_049920_1--fragment_4	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_051625_1--fragment_14	10	VIRSorter_virus--NC_051625_1--fragment_14	10	2		4.49213405929704						3
3--VIRSorter_virus--NC_051662_1--fragment_8	7	VIRSorter_virus--NC_051662_1--fragment_8	7	2		2.84760057882671						3
3--VIRSorter_virus--NC_051668_1--fragment_5	4	VIRSorter_virus--NC_051668_1--fragment_5	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_051671_1--fragment_12	8	VIRSorter_virus--NC_051671_1--fragment_12	8	2		3.38991345807880						3
3--VIRSorter_virus--NC_051677_1--fragment_10	9	VIRSorter_virus--NC_051677_1--fragment_10	9	2		2.84455765933154						3
3--VIRSorter_virus--NC_051703_1--fragment_12	11	VIRSorter_virus--NC_051703_1--fragment_12	11	2		6.09866752882037						3
3--VIRSorter_virus--NC_051708_1--fragment_12	10	VIRSorter_virus--NC_051708_1--fragment_12	10	2		4.49213405929704						3
3--VIRSorter_virus--NC_051713_1--fragment_3	4	VIRSorter_virus--NC_051713_1--fragment_3	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_051735_1--fragment_8	9	VIRSorter_virus--NC_051735_1--fragment_8	9	2		5.38019082289639						3
3--VIRSorter_virus--NC_052422_1--fragment_12	10	VIRSorter_virus--NC_052422_1--fragment_12	10	2		4.49213405929704						3
3--VIRSorter_virus--NC_052444_1--fragment_1	9	VIRSorter_virus--NC_052444_1--fragment_1	9	2		3.93851895263289						3
3--VIRSorter_virus--NC_052447_1--fragment_6	4	VIRSorter_virus--NC_052447_1--fragment_6	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_052456_1--fragment_7	4	VIRSorter_virus--NC_052456_1--fragment_7	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_052654_1--fragment_1	7	VIRSorter_virus--NC_052654_1--fragment_1	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_052654_1--fragment_29	15	VIRSorter_virus--NC_052654_1--fragment_29	15	2		7.64476541009340						3
3--VIRSorter_virus--NC_052654_1--fragment_36	12	VIRSorter_virus--NC_052654_1--fragment_36	12	2		6.39543651347821						3
3--VIRSorter_virus--NC_052657_1--fragment_9	4	VIRSorter_virus--NC_052657_1--fragment_9	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_052993_1--fragment_4	5	VIRSorter_virus--NC_052993_1--fragment_4	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_052999_1--fragment_11	6	VIRSorter_virus--NC_052999_1--fragment_11	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_053001_1--fragment_9	6	VIRSorter_virus--NC_053001_1--fragment_9	6	2		2.31342959392620						3
3--VIRSorter_virus--NC_053013_1--fragment_13	6	VIRSorter_virus--NC_053013_1--fragment_13	6	2		2.31342959392620						3
3--VIRSorter_virus--NC_053508_1--fragment_8	5	VIRSorter_virus--NC_053508_1--fragment_8	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_053509_1--fragment_12	10	VIRSorter_virus--NC_053509_1--fragment_12	10	2		5.97798980321821						3
3--VIRSorter_virus--NC_053509_1--fragment_15	9	VIRSorter_virus--NC_053509_1--fragment_15	9	2		5.38019082289639						3
3--VIRSorter_virus--NC_053516_1--fragment_9	6	VIRSorter_virus--NC_053516_1--fragment_9	6	2		2.31342959392620						3
3--VIRSorter_virus--NC_054656_1--fragment_8	5	VIRSorter_virus--NC_054656_1--fragment_8	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_054672_1--fragment_8	8	VIRSorter_virus--NC_054672_1--fragment_8	8	2		4.78239184257457						3
3--VIRSorter_virus--NC_054722_1--fragment_31	7	VIRSorter_virus--NC_054722_1--fragment_31	7	2		4.18459286225275						3
3--VIRSorter_virus--NC_054761_1--fragment_10	6	VIRSorter_virus--NC_054761_1--fragment_10	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_054812_1--fragment_7	12	VIRSorter_virus--NC_054812_1--fragment_7	12	2		4.83277069170781						3
3--VIRSorter_virus--NC_054904_1--fragment_10	10	VIRSorter_virus--NC_054904_1--fragment_10	10	2		5.97798980321821						3
3--VIRSorter_virus--NC_054904_1--fragment_33	11	VIRSorter_virus--NC_054904_1--fragment_33	11	2		4.57271085905544						3
3--VIRSorter_virus--NC_054906_1--fragment_14	13	VIRSorter_virus--NC_054906_1--fragment_14	13	2		6.77138674418368						3
3--VIRSorter_virus--NC_054906_1--fragment_28	8	VIRSorter_virus--NC_054906_1--fragment_28	8	2		4.78239184257457						3
3--VIRSorter_virus--NC_054912_1--fragment_23	4	VIRSorter_virus--NC_054912_1--fragment_23	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_054913_1--fragment_26	8	VIRSorter_virus--NC_054913_1--fragment_26	8	2		2.35075585305536						3
3--VIRSorter_virus--NC_054913_1--fragment_4	9	VIRSorter_virus--NC_054913_1--fragment_4	9	2		3.93851895263289						3
3--VIRSorter_virus--NC_054915_1--fragment_15	9	VIRSorter_virus--NC_054915_1--fragment_15	9	2		5.38019082289639						3
3--VIRSorter_virus--NC_054916_1--fragment_14	6	VIRSorter_virus--NC_054916_1--fragment_14	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_054918_1--fragment_16	16	VIRSorter_virus--NC_054918_1--fragment_16	16	2		8.11762565380692						3
3--VIRSorter_virus--NC_054918_1--fragment_20	9	VIRSorter_virus--NC_054918_1--fragment_20	9	2		2.84455765933154						3
3--VIRSorter_virus--NC_055716_1--fragment_1	8	VIRSorter_virus--NC_055716_1--fragment_1	8	2		2.35075585305536						3
3--VIRSorter_virus--NC_055716_1--fragment_4	8	VIRSorter_virus--NC_055716_1--fragment_4	8	2		3.38991345807880						3
3--VIRSorter_virus--NC_055716_1--fragment_9	4	VIRSorter_virus--NC_055716_1--fragment_9	4	2		2.39119592128729						3
3--VIRSorter_virus--NC_055728_1--fragment_8	6	VIRSorter_virus--NC_055728_1--fragment_8	6	2		3.58679388193093						3
3--VIRSorter_virus--NC_055734_1--fragment_16	5	VIRSorter_virus--NC_055734_1--fragment_16	5	2		2.98899490160911						3
3--VIRSorter_virus--NC_055850_1--fragment_17	7	VIRSorter_virus--NC_055850_1--fragment_17	7	2		2.84760057882671						3
3--VIRSorter_virus--NC_055956_1--fragment_7	10	VIRSorter_virus--NC_055956_1--fragment_7	10	2		2.42895704017843						3
3--VIRSorter_virus--NC_061436_1--fragment_3	4	VIRSorter_virus--NC_061436_1--fragment_3	4	2		2.39119592128729						3
3--## 3 - Complete phage contigs - category 3 (not so sure)												3
3--## Contig_id	Nb genes contigs	Fragment	Nb genes	Category	Nb phage hallmark genes	Phage gene enrichment sig	Non-Caudovirales phage gene enrichment sig	Pfam depletion sig	Uncharacterized enrichment sig	Strand switch depletion sig	Short genes enrichment sig	3
3--## 4 - Prophages - category 1 (sure)												3
3--## Contig_id	Nb genes contigs	Fragment	Nb genes	Category	Nb phage hallmark genes	Phage gene enrichment sig	Non-Caudovirales phage gene enrichment sig	Pfam depletion sig	Uncharacterized enrichment sig	Strand switch depletion sig	Short genes enrichment sig	3
3--## 5 - Prophages - category 2 (somewhat sure)												3
3--## Contig_id	Nb genes contigs	Fragment	Nb genes	Category	Nb phage hallmark genes	Phage gene enrichment sig	Non-Caudovirales phage gene enrichment sig	Pfam depletion sig	Uncharacterized enrichment sig	Strand switch depletion sig	Short genes enrichment sig	3
3--VIRSorter_virus--Clostridia_gi_545030666--fragment_3	15	VIRSorter_virus--Clostridia_gi_545030666--fragment_3-gene_3-gene_14	12	2		gene_3-gene_14:5.85136846912794						3
3--VIRSorter_virus--Gammaproteobacteria_gi_147673035-689119-722678--fragment_2	13	VIRSorter_virus--Gammaproteobacteria_gi_147673035-689119-722678--fragment_2-gene_3-gene_12	10	2		gene_3-gene_12:2.34946430893255						3
3--VIRSorter_virus--NC_028683_1--fragment_20	13	VIRSorter_virus--NC_028683_1--fragment_20-gene_3-gene_12	10	2		gene_3-gene_12:3.49213405929704						3
3--## 6 - Prophages - category 3 (not so sure)												3
3--## Contig_id	Nb genes contigs	Fragment	Nb genes	Category	Nb phage hallmark genes	Phage gene enrichment sig	Non-Caudovirales phage gene enrichment sig	Pfam depletion sig	Uncharacterized enrichment sig	Strand switch depletion sig	Short genes enrichment sig	3
4--VIRSorter_archaea--NZ_PDBS01000001_1--fragment_239	9	VIRSorter_archaea--NZ_PDBS01000001_1--fragment_239	9	1	1	2.03391005823853						4
4--VIRSorter_bacteria--NZ_JOPT01000036_1--fragment_23	8	VIRSorter_bacteria--NZ_JOPT01000036_1--fragment_23	8	1	2	4.86826874531196						4
4--VIRSorter_plasmid--NZ_CP012494_1--fragment_11	6	VIRSorter_plasmid--NZ_CP012494_1--fragment_11	6	1	1	3.65120155898397						4
4--VIRSorter_plasmid--NZ_CP014850_1--fragment_1	9	VIRSorter_plasmid--NZ_CP014850_1--fragment_1	9	1	1	2.03391005823853						4
4--VIRSorter_virus--2049941000_____900MB_Assembly_NODE_781847_len_74717_cov_9_164581--fragment_13	6	VIRSorter_virus--2049941000_____900MB_Assembly_NODE_781847_len_74717_cov_9_164581--fragment_13	6	1	2	2.36428669407355						4
4--VIRSorter_virus--2061766007_____rumenHiSeq_NODE_2089650_len_93670_cov_8_562090--fragment_24	6	VIRSorter_virus--2061766007_____rumenHiSeq_NODE_2089650_len_93670_cov_8_562090--fragment_24	6	1	3	2.36428669407355						4
4--VIRSorter_virus--3300002307_____JGI24890J29729_1000442--fragment_1	6	VIRSorter_virus--3300002307_____JGI24890J29729_1000442--fragment_1	6	1	2		4.10366682244553					4
4--VIRSorter_virus--3300003619_____JGI26380J51729_10000154--fragment_3	4	VIRSorter_virus--3300003619_____JGI26380J51729_10000154--fragment_3	4	1	1	2.43413437265598						4
4--VIRSorter_virus--3300005689_____Ga0074438_1000351--fragment_9	4	VIRSorter_virus--3300005689_____Ga0074438_1000351--fragment_9	4	1	1	2.43413437265598						4
4--VIRSorter_virus--3300006128_____Ga0007828_1000217--fragment_2	5	VIRSorter_virus--3300006128_____Ga0007828_1000217--fragment_2	5	1	1		9.85601897039881					4
4--VIRSorter_virus--3300006260_____Ga0099518_100461--fragment_1	9	VIRSorter_virus--3300006260_____Ga0099518_100461--fragment_1	9	1	3	2.91374174145378						4
4--VIRSorter_virus--3300007210_____Ga0103359_100384--fragment_8	4	VIRSorter_virus--3300007210_____Ga0103359_100384--fragment_8	4	1	1	2.43413437265598						4
4--VIRSorter_virus--3300007307_____Ga0104924_10090--fragment_5	5	VIRSorter_virus--3300007307_____Ga0104924_10090--fragment_5	5	1	1	3.04266796581997						4
4--VIRSorter_virus--3300007542_____Ga0099846_1000106--fragment_2	9	VIRSorter_virus--3300007542_____Ga0099846_1000106--fragment_2	9	1	2	2.91374174145378						4
4--VIRSorter_virus--3300007746_____Ga0105776_1000045--fragment_3	5	VIRSorter_virus--3300007746_____Ga0105776_1000045--fragment_3	5	1	3	3.04266796581997						4
4--VIRSorter_virus--3300007747_____Ga0101111_1000088--fragment_8	9	VIRSorter_virus--3300007747_____Ga0101111_1000088--fragment_8	9	1	2	4.02133869111892						4
4--VIRSorter_virus--3300007966_____Ga0105959_100356--fragment_7	4	VIRSorter_virus--3300007966_____Ga0105959_100356--fragment_7	4	1	2	2.43413437265598						4
4--VIRSorter_virus--3300007988_____Ga0100402_1000828--fragment_2	4	VIRSorter_virus--3300007988_____Ga0100402_1000828--fragment_2	4	1	1	2.43413437265598						4
4--VIRSorter_virus--3300008099_____Ga0114261_100192--fragment_3	8	VIRSorter_virus--3300008099_____Ga0114261_100192--fragment_3	8	1	1	3.46205968527532						4
4--VIRSorter_virus--3300008130_____Ga0114850_100389--fragment_5	7	VIRSorter_virus--3300008130_____Ga0114850_100389--fragment_5	7	1	1	4.25973515214796						4
4--VIRSorter_virus--3300008255_____Ga0100403_1000275--fragment_5	4	VIRSorter_virus--3300008255_____Ga0100403_1000275--fragment_5	4	1	2	2.43413437265598						4
4--VIRSorter_virus--3300008255_____Ga0100403_1000591--fragment_7	5	VIRSorter_virus--3300008255_____Ga0100403_1000591--fragment_7	5	1	1	3.04266796581997						4
4--VIRSorter_virus--3300008364_____Ga0114890_100197--fragment_7	9	VIRSorter_virus--3300008364_____Ga0114890_100197--fragment_7	9	1	2	4.02133869111892						4
4--VIRSorter_virus--3300008537_____Ga0111051_100386--fragment_2	8	VIRSorter_virus--3300008537_____Ga0111051_100386--fragment_2	8	1	3	4.86826874531196						4
4--VIRSorter_virus--3300008700_____Ga0113865_100116--fragment_7	8	VIRSorter_virus--3300008700_____Ga0113865_100116--fragment_7	8	1	2	4.86826874531196						4
4--VIRSorter_virus--3300008720_____Ga0115616_100021--fragment_10	6	VIRSorter_virus--3300008720_____Ga0115616_100021--fragment_10	6	1	1	3.65120155898397						4
4--VIRSorter_virus--3300009170_____Ga0105096_10000002--fragment_5	8	VIRSorter_virus--3300009170_____Ga0105096_10000002--fragment_5	8	1	1	3.46205968527532						4
4--VIRSorter_virus--3300010268_____Ga0134097_1000533--fragment_6	4	VIRSorter_virus--3300010268_____Ga0134097_1000533--fragment_6	4	1	2	2.43413437265598						4
4--VIRSorter_virus--3300010334_____Ga0136644_10000012--fragment_10	6	VIRSorter_virus--3300010334_____Ga0136644_10000012--fragment_10	6	1	1	2.36428669407355						4
4--VIRSorter_virus--3300010368_____Ga0129324_10000107--fragment_11	7	VIRSorter_virus--3300010368_____Ga0129324_10000107--fragment_11	7	1	1	2.90908996124153						4
4--VIRSorter_virus--3300010399_____Ga0134127_10000367--fragment_6	6	VIRSorter_virus--3300010399_____Ga0134127_10000367--fragment_6	6	1	2	3.65120155898397						4
4--VIRSorter_virus--3300010399_____Ga0134127_10000367--fragment_7	4	VIRSorter_virus--3300010399_____Ga0134127_10000367--fragment_7	4	1	2	2.43413437265598						4
4--VIRSorter_virus--3300010885_____Ga0133913_10013256--fragment_5	4	VIRSorter_virus--3300010885_____Ga0133913_10013256--fragment_5	4	1	1		7.31433157110433					4
4--VIRSorter_virus--3300011550_____Ga0122832_100011--fragment_18	6	VIRSorter_virus--3300011550_____Ga0122832_100011--fragment_18	6	1	1	3.65120155898397						4
4--VIRSorter_virus--3300011728_____Ga0121214_100043--fragment_9	6	VIRSorter_virus--3300011728_____Ga0121214_100043--fragment_9	6	1	1	3.65120155898397						4
4--VIRSorter_virus--3300011862_____Ga0121644_100118--fragment_6	6	VIRSorter_virus--3300011862_____Ga0121644_100118--fragment_6	6	1	2	3.65120155898397						4
4--VIRSorter_virus--3300012218_____Ga0118552_100003--fragment_2	7	VIRSorter_virus--3300012218_____Ga0118552_100003--fragment_2	7	1	1	4.25973515214796						4
4--VIRSorter_virus--3300012803_____Ga0160465_100194--fragment_5	6	VIRSorter_virus--3300012803_____Ga0160465_100194--fragment_5	6	1	2	2.36428669407355						4
4--VIRSorter_virus--3300013132_____Ga0172372_10000372--fragment_12	8	VIRSorter_virus--3300013132_____Ga0172372_10000372--fragment_12	8	1	1	3.46205968527532						4
4--VIRSorter_virus--3300013308_____Ga0157375_10000390--fragment_5	5	VIRSorter_virus--3300013308_____Ga0157375_10000390--fragment_5	5	1	2	3.04266796581997						4
4--VIRSorter_virus--3300013901_____Ga0116652_1000092--fragment_7	4	VIRSorter_virus--3300013901_____Ga0116652_1000092--fragment_7	4	1	2	2.43413437265598						4
4--VIRSorter_virus--3300014042_____Ga0117790_1000161--fragment_3	9	VIRSorter_virus--3300014042_____Ga0117790_1000161--fragment_3	9	1	2	2.91374174145378						4
4--VIRSorter_virus--3300014549_____Ga0134379_100344--fragment_4	8	VIRSorter_virus--3300014549_____Ga0134379_100344--fragment_4	8	1	2	2.40936892465515						4
4--VIRSorter_virus--3300014737_____Ga0169786_100172--fragment_2	8	VIRSorter_virus--3300014737_____Ga0169786_100172--fragment_2	8	1	3	4.86826874531196						4
4--VIRSorter_virus--3300017991_____Ga0180434_10000597--fragment_13	4	VIRSorter_virus--3300017991_____Ga0180434_10000597--fragment_13	4	1	1		2.03798507249569					4
4--VIRSorter_virus--3300020035_____Ga0207350_1001--fragment_9	6	VIRSorter_virus--3300020035_____Ga0207350_1001--fragment_9	6	1	2	2.36428669407355						4
4--VIRSorter_virus--3300020269_____Ga0211484_1000018--fragment_13	8	VIRSorter_virus--3300020269_____Ga0211484_1000018--fragment_13	8	1	1	2.40936892465515						4
4--VIRSorter_virus--3300026076_____Ga0208261_1000002--fragment_15	4	VIRSorter_virus--3300026076_____Ga0208261_1000002--fragment_15	4	1	2	2.43413437265598						4
4--VIRSorter_virus--7000000261_____SRS016043_WUGC_scaffold_71555--fragment_4	5	VIRSorter_virus--7000000261_____SRS016043_WUGC_scaffold_71555--fragment_4	5	1	2	3.04266796581997						4
4--VIRSorter_virus--7000000649_____SRS047634_LANL_scaffold_141070--fragment_4	6	VIRSorter_virus--7000000649_____SRS047634_LANL_scaffold_141070--fragment_4	6	1	2	2.36428669407355						4
4--VIRSorter_virus--Bacilli_gi_163805794--fragment_8	8	VIRSorter_virus--Bacilli_gi_163805794--fragment_8	8	1	1	3.46205968527532						4
4--VIRSorter_virus--Bacilli_gi_225855735-24325-60932--fragment_5	10	VIRSorter_virus--Bacilli_gi_225855735-24325-60932--fragment_5	10	1	3	6.08533593163995						4
4--VIRSorter_virus--Bacilli_gi_332522132-235929-273638--fragment_6	8	VIRSorter_virus--Bacilli_gi_332522132-235929-273638--fragment_6	8	1	1	3.46205968527532						4
4--VIRSorter_virus--Bacilli_gi_365854317--fragment_9	4	VIRSorter_virus--Bacilli_gi_365854317--fragment_9	4	1	3	2.43413437265598						4
4--VIRSorter_virus--Bacilli_gi_381181969--fragment_7	9	VIRSorter_virus--Bacilli_gi_381181969--fragment_7	9	1	1	2.03391005823853						4
4--VIRSorter_virus--Bacilli_gi_418173798-108723-146533--fragment_4	9	VIRSorter_virus--Bacilli_gi_418173798-108723-146533--fragment_4	9	1	4	5.47680233847595						4
