index	scaffold	type	Quality
2	virus--Clostridia_gi_545039121--fragment_13	lysogenic	low quality draft
2	virus--Bacilli_gi_421192230--fragment_17	lysogenic	low quality draft
2	virus--3300005325_____Ga0074199_1000778--fragment_1	lysogenic	low quality draft
2	virus--3300009169_____Ga0105097_10000021--fragment_13	lysogenic	low quality draft
2	virus--3300025429_____Ga0208500_1000041--fragment_9	lysogenic	low quality draft
2	virus--NC_053174.1--fragment_2	lysogenic	low quality draft
2	virus--NC_012784.1--fragment_7	lysogenic	low quality draft
2	virus--NC_031056.1--fragment_16	lysogenic	low quality draft
2	virus--3300014050_____Ga0119952_1000096--fragment_11	lysogenic	low quality draft
2	virus--NC_008515.1--fragment_37	lysogenic	low quality draft
2	virus--NC_051592.1--fragment_1	lysogenic	low quality draft
2	virus--3300007366_____Ga0104974_100017--fragment_9	lysogenic	low quality draft
2	virus--Bacilli_gi_548585805--fragment_1	lysogenic	low quality draft
2	virus--3300005937_____Ga0081455_10000168--fragment_6	lysogenic	low quality draft
2	virus--NC_004679.1--fragment_1	lysogenic	low quality draft
2	virus--3300011707_____Ga0120931_100087--fragment_3	lysogenic	low quality draft
2	virus--NC_054913.1--fragment_1	lysogenic	low quality draft
2	virus--3300009545_____Ga0105237_10000720--fragment_8	lysogenic	low quality draft
2	virus--NC_002656.1--fragment_12	lysogenic	low quality draft
2	virus--NC_051677.1--fragment_13	lysogenic	low quality draft
2	virus--NC_049820.1--fragment_2	lysogenic	low quality draft
2	virus--3300005282_____Ga0065701_1000084--fragment_7	lysogenic	low quality draft
3	virus--NC_052654.1--fragment_29	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_163780161-102456-133957--fragment_4	lysogenic	low quality draft
3	virus--NC_054913.1--fragment_4	lysogenic	low quality draft
3	virus--3300002756_____JGI25321J39296_1000114--fragment_6	lysogenic	low quality draft
3	virus--NC_025447.1--fragment_21	lysogenic	low quality draft
3	virus--NC_048625.1--fragment_2	lysogenic	low quality draft
3	virus--NC_051662.1--fragment_8	lysogenic	low quality draft
3	virus--NC_054669.1--fragment_13	lysogenic	low quality draft
3	virus--NC_002656.1--fragment_12	lysogenic	low quality draft
3	virus--3300014783_____Ga0134390_100129--fragment_17	lysogenic	low quality draft
3	virus--NC_048110.1--fragment_10	lysogenic	low quality draft
3	virus--Betaproteobacteria_gi_487572903--fragment_3	lysogenic	low quality draft
3	virus--3300006919_____Ga0070746_10000049--fragment_14	lysogenic	low quality draft
3	virus--NC_031102.1--fragment_3	lysogenic	low quality draft
3	virus--NC_048731.1--fragment_6	lysogenic	low quality draft
3	virus--NC_043235.1--fragment_53	lysogenic	low quality draft
3	virus--3300014050_____Ga0119952_1000096--fragment_14	lysogenic	low quality draft
3	virus--NC_021529.2--fragment_23	lysogenic	low quality draft
3	virus--NC_047726.1--fragment_5	lysogenic	low quality draft
3	virus--3300009101_____Ga0105247_10000350--fragment_3	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_476381196-1433682-1473548--fragment_3	lysogenic	low quality draft
3	virus--3300002546_____JGI25318J35512_1000086--fragment_13	lysogenic	low quality draft
3	virus--NC_031912.1--fragment_1	lysogenic	low quality draft
3	virus--NC_051629.1--fragment_1	lysogenic	low quality draft
3	virus--3300008404_____Ga0115185_100465--fragment_3	lysogenic	low quality draft
3	virus--3300009638_____Ga0116113_1000030--fragment_5	lysogenic	low quality draft
3	virus--NC_028682.1--fragment_5	lysogenic	low quality draft
3	virus--3300005295_____Ga0065707_10081762--fragment_3	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_525855729-523962-573061--fragment_1	lysogenic	low quality draft
3	virus--NC_014458.1--fragment_14	lysogenic	low quality draft
3	virus--NC_016567.1--fragment_13	lysogenic	low quality draft
3	virus--3300005681_____Ga0074430_1115--fragment_5	lysogenic	low quality draft
3	virus--3300006920_____Ga0070748_1000101--fragment_1	lysogenic	low quality draft
3	virus--3300009159_____Ga0114978_10000470--fragment_1	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_452719833-2327158-2358979--fragment_4	lysogenic	low quality draft
3	virus--NC_031257.1--fragment_11	lysogenic	low quality draft
3	virus--NC_027365.1--fragment_3	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_424438250-0-43903--fragment_11	lysogenic	low quality draft
3	virus--Bacilli_gi_487137167-2095986-2139819--fragment_11	lysogenic	low quality draft
3	virus--NC_055956.1--fragment_7	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_416495320--fragment_23	lysogenic	low quality draft
3	virus--NC_023590.1--fragment_7	lysogenic	low quality draft
3	virus--3300016270_____Ga0182036_10000070--fragment_6	lysogenic	low quality draft
3	virus--3300008081_____Ga0113559_100324--fragment_11	lysogenic	low quality draft
3	virus--3300008255_____Ga0100403_1000184--fragment_9	lysogenic	low quality draft
3	virus--3300010158_____Ga0114960_10000127--fragment_13	lysogenic	low quality draft
3	bacteria--NZ_LSOH01000003.1--fragment_34	lysogenic	low quality draft
3	virus--NC_048045.1--fragment_40	lysogenic	low quality draft
3	virus--NC_048852.1--fragment_12	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_261492509-75662-113394--fragment_9	lysogenic	low quality draft
3	virus--NC_054812.1--fragment_7	lysogenic	low quality draft
3	virus--NC_003345.2--fragment_8	lysogenic	low quality draft
3	virus--3300013102_____Ga0157371_10000054--fragment_24	lysogenic	low quality draft
3	virus--3300008482_____Ga0115187_100407--fragment_5	lysogenic	low quality draft
3	virus--3300013122_____Ga0172374_1000255--fragment_4	lysogenic	low quality draft
3	virus--3300007196_____Ga0103270_100220--fragment_1	lysogenic	low quality draft
3	virus--NC_024792.1--fragment_7	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_422806576-278763-323438--fragment_11	lysogenic	low quality draft
3	virus--7000000156_____SRS064423_LANL_scaffold_7380--fragment_7	lysogenic	low quality draft
3	virus--3300010331_____Ga0123336_10000426--fragment_1	lysogenic	low quality draft
3	virus--2061766007_____rumenHiSeq_NODE_2412515_len_118029_cov_3_041253--fragment_11	lysogenic	low quality draft
3	virus--NC_031049.1--fragment_32	lysogenic	low quality draft
3	plasmid--NC_004349.1--fragment_5	lysogenic	low quality draft
3	virus--3300008074_____Ga0114852_100032--fragment_1	lysogenic	low quality draft
3	virus--3300005680_____Ga0074429_1000234--fragment_10	lysogenic	low quality draft
3	virus--3300006921_____Ga0098060_1000039--fragment_10	lysogenic	low quality draft
3	virus--2029527006_____ACOFG988_contig15979--fragment_4	lysogenic	low quality draft
3	virus--NC_005066.1--fragment_13	lysogenic	low quality draft
3	virus--3300007366_____Ga0104974_100017--fragment_9	lysogenic	low quality draft
3	virus--NC_008515.1--fragment_17	lysogenic	low quality draft
3	virus--3300022200_____Ga0196901_1000149--fragment_1	lysogenic	low quality draft
3	virus--GOV_bin_4551--fragment_5	lysogenic	low quality draft
3	virus--NC_013650.1--fragment_1	lysogenic	low quality draft
3	virus--Tp1_124_SUR_0-0d2_scaffold70368_2--fragment_5	lysogenic	low quality draft
3	virus--3300011816_____Ga0121094_100103--fragment_5	lysogenic	low quality draft
3	virus--3300014794_____Ga0134448_1000262--fragment_5	lysogenic	low quality draft
3	virus--3300006105_____Ga0007819_1000028--fragment_7	lysogenic	low quality draft
3	virus--Bacilli_gi_487363716-1025117-1069410--fragment_5	lysogenic	low quality draft
3	virus--NC_048865.1--fragment_19	lysogenic	low quality draft
3	virus--3300013022_____Ga0157368_1000057--fragment_8	lysogenic	low quality draft
3	virus--NC_014660.1--fragment_33	lysogenic	low quality draft
3	virus--3300001735_____JGI24520J20079_1000025--fragment_9	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_419357567-68047-100836--fragment_5	lysogenic	low quality draft
3	virus--3300001095_____JGI12104J13512_1000300--fragment_3	lysogenic	low quality draft
3	virus--NC_031254.1--fragment_11	lysogenic	low quality draft
3	virus--NC_055833.1--fragment_9	lysogenic	low quality draft
3	virus--NC_041881.1--fragment_29	lysogenic	low quality draft
3	virus--3300007654_____Ga0105017_100358--fragment_1	lysogenic	low quality draft
3	virus--NC_028956.1--fragment_8	lysogenic	low quality draft
3	virus--Bacilli_gi_487370984-1010441-1056257--fragment_11	lysogenic	low quality draft
3	virus--3300005589_____Ga0070729_10001351--fragment_3	lysogenic	low quality draft
3	plasmid--NZ_CP014298.1--fragment_7	lysogenic	low quality draft
3	virus--NC_054805.1--fragment_4	lysogenic	low quality draft
3	virus--Clostridia_gi_544966436--fragment_9	lysogenic	low quality draft
3	virus--3300018469_____Ga0190270_10000073--fragment_10	lysogenic	low quality draft
3	virus--NC_031012.1--fragment_2	lysogenic	low quality draft
3	virus--NC_049370.1--fragment_6	lysogenic	low quality draft
3	virus--3300008099_____Ga0114261_100127--fragment_4	lysogenic	low quality draft
3	virus--NC_047872.1--fragment_33	lysogenic	low quality draft
3	virus--3300009159_____Ga0114978_10000007--fragment_6	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_147673035-764575-799610--fragment_8	lysogenic	low quality draft
3	virus--3300012843_____Ga0160474_100138--fragment_2	lysogenic	low quality draft
3	virus--3300008744_____Ga0114025_1000038--fragment_31	lysogenic	low quality draft
3	virus--NC_021856.1--fragment_32	lysogenic	low quality draft
3	virus--NC_049929.1--fragment_5	lysogenic	low quality draft
3	virus--NC_029074.1--fragment_12	lysogenic	low quality draft
3	virus--3300010403_____Ga0134123_10000186--fragment_10	lysogenic	low quality draft
3	virus--NC_047733.1--fragment_11	lysogenic	low quality draft
3	virus--NC_048855.1--fragment_7	lysogenic	low quality draft
3	virus--3300005617_____Ga0068859_100000022--fragment_36	lysogenic	low quality draft
3	bacteria--NZ_APXB01000050.1--fragment_2	lysogenic	low quality draft
3	virus--NC_047871.1--fragment_34	lysogenic	low quality draft
3	virus--3300017992_____Ga0180435_10000482--fragment_11	lysogenic	low quality draft
3	virus--3300024239_____Ga0247724_1000008--fragment_29	lysogenic	low quality draft
3	virus--3300014806_____Ga0134388_1000493--fragment_7	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_423040825-2199041-2258545--fragment_11	lysogenic	low quality draft
3	virus--3300011445_____Ga0137427_10000081--fragment_5	lysogenic	low quality draft
3	virus--NC_031022.1--fragment_15	lysogenic	low quality draft
3	virus--NC_028795.1--fragment_2	lysogenic	low quality draft
3	virus--NC_014036.1--fragment_14	lysogenic	low quality draft
3	virus--NC_047871.1--fragment_2	lysogenic	low quality draft
3	virus--3300009181_____Ga0114969_10000021--fragment_28	lysogenic	low quality draft
3	virus--NC_054904.1--fragment_10	lysogenic	low quality draft
3	virus--3300027142_____Ga0255065_1000001--fragment_12	lysogenic	low quality draft
3	virus--NC_054906.1--fragment_28	lysogenic	low quality draft
3	virus--3300011936_____Ga0119780_100146--fragment_11	lysogenic	low quality draft
3	virus--3300009164_____Ga0114975_10000092--fragment_13	lysogenic	low quality draft
3	virus--3300007524_____Ga0105481_1000320--fragment_1	lysogenic	low quality draft
3	virus--Bacilli_gi_487385357-805326-848544--fragment_10	lysogenic	low quality draft
3	virus--Tp1_65_SUR_0-0d2_scaffold25667_1--fragment_1	lysogenic	low quality draft
3	virus--NC_047940.1--fragment_2	lysogenic	low quality draft
3	virus--3300001517_____rank42_1000372--fragment_4	lysogenic	low quality draft
3	virus--NC_048802.1--fragment_15	lysogenic	low quality draft
3	virus--NC_048828.1--fragment_9	lysogenic	low quality draft
3	virus--3300012943_____Ga0164241_10000322--fragment_27	lysogenic	low quality draft
3	virus--NC_048642.1--fragment_12	lysogenic	low quality draft
3	virus--Bacilli_gi_419768752--fragment_8	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_209693634-1110573-1142791--fragment_5	lysogenic	low quality draft
3	virus--3300013306_____Ga0163162_10000606--fragment_2	lysogenic	low quality draft
3	virus--NC_004681.1--fragment_17	lysogenic	low quality draft
3	virus--3300018021_____Ga0187882_1000161--fragment_19	lysogenic	low quality draft
3	virus--NC_052422.1--fragment_12	lysogenic	low quality draft
3	virus--3300005528_____Ga0068872_10000488--fragment_3	lysogenic	low quality draft
3	virus--NC_030927.1--fragment_10	lysogenic	low quality draft
3	virus--3300001263_____BBAY83_10000006--fragment_10	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_416434486-40992-91098--fragment_4	lysogenic	low quality draft
3	virus--3300009082_____Ga0105099_10000141--fragment_1	lysogenic	low quality draft
3	virus--NC_031928.1--fragment_34	lysogenic	low quality draft
3	virus--NC_051625.1--fragment_14	lysogenic	low quality draft
3	plasmid--NZ_CP007729.1--fragment_37	lysogenic	low quality draft
3	virus--NC_024137.1--fragment_34	lysogenic	low quality draft
3	virus--NC_051677.1--fragment_10	lysogenic	low quality draft
3	virus--NC_028987.2--fragment_2	lysogenic	low quality draft
3	virus--NC_048830.1--fragment_2	lysogenic	low quality draft
3	virus--NC_030917.1--fragment_22	lysogenic	low quality draft
3	virus--NC_054915.1--fragment_15	lysogenic	low quality draft
3	virus--3300008252_____Ga0105357_10000041--fragment_9	lysogenic	low quality draft
3	virus--3300014806_____Ga0134388_1000201--fragment_6	lysogenic	low quality draft
3	virus--NC_028765.1--fragment_7	lysogenic	low quality draft
3	virus--3300002546_____JGI25318J35512_1000086--fragment_3	lysogenic	low quality draft
3	virus--Clostridia_gi_545030666--fragment_3	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_490121498-67425-101947--fragment_3	lysogenic	low quality draft
3	virus--NC_053509.1--fragment_15	lysogenic	low quality draft
3	virus--3300005080_____Ga0069611_10000092--fragment_8	lysogenic	low quality draft
3	virus--3300012843_____Ga0160474_100138--fragment_12	lysogenic	low quality draft
3	virus--Tp1_82_DCM_0-0d2_scaffold21257_1--fragment_10	lysogenic	low quality draft
3	virus--NC_054455.1--fragment_2	lysogenic	low quality draft
3	virus--3300019937_____Ga0194022_1000007--fragment_9	lysogenic	low quality draft
3	virus--NC_031254.1--fragment_1	lysogenic	low quality draft
3	virus--3300008217_____Ga0114899_1000339--fragment_2	lysogenic	low quality draft
3	virus--Bacilli_gi_332522132-235929-273638--fragment_3	lysogenic	low quality draft
3	plasmid--NZ_CP018336.1--fragment_10	lysogenic	low quality draft
3	virus--3300007353_____Ga0104758_100390--fragment_5	lysogenic	low quality draft
3	virus--NC_047863.1--fragment_11	lysogenic	low quality draft
3	virus--NC_047825.1--fragment_12	lysogenic	low quality draft
3	virus--NC_007458.1--fragment_9	lysogenic	low quality draft
3	virus--Alphaproteobacteria_gi_354594202--fragment_4	lysogenic	low quality draft
3	virus--NC_004466.2--fragment_11	lysogenic	low quality draft
3	virus--NC_029079.1--fragment_1	lysogenic	low quality draft
3	virus--3300014491_____Ga0182014_10001128--fragment_2	lysogenic	low quality draft
3	virus--3300018005_____Ga0187878_1000335--fragment_5	lysogenic	low quality draft
3	virus--NC_048713.1--fragment_2	lysogenic	low quality draft
3	virus--NC_003345.2--fragment_2	lysogenic	low quality draft
3	virus--NC_011021.1--fragment_13	lysogenic	low quality draft
3	bacteria--NZ_CALF01000314.1--fragment_1	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_417240967-23292-98589--fragment_13	lysogenic	low quality draft
3	virus--3300020461_____Ga0211535_10000021--fragment_6	lysogenic	low quality draft
3	virus--NC_027130.1--fragment_44	lysogenic	low quality draft
3	virus--3300011593_____Ga0122758_100092--fragment_1	lysogenic	low quality draft
3	virus--NC_051735.1--fragment_8	lysogenic	low quality draft
3	virus--NC_054761.1--fragment_10	lysogenic	low quality draft
3	virus--NC_028692.1--fragment_4	lysogenic	low quality draft
3	virus--3300004257_____Ga0066470_1000021--fragment_7	lysogenic	low quality draft
3	virus--3300014095_____Ga0121530_100149--fragment_11	lysogenic	low quality draft
3	virus--3300023297_____Ga0222640_1000036--fragment_10	lysogenic	low quality draft
3	virus--NC_052654.1--fragment_36	lysogenic	low quality draft
3	virus--3300018080_____Ga0180433_10000130--fragment_6	lysogenic	low quality draft
3	virus--3300007111_____Ga0102634_100037--fragment_24	lysogenic	low quality draft
3	virus--NC_004681.1--fragment_10	lysogenic	low quality draft
3	archaea--NZ_LPRC01000002.1--fragment_88	lysogenic	low quality draft
3	virus--3300008720_____Ga0115616_100021--fragment_3	lysogenic	low quality draft
3	virus--NC_027130.1--fragment_9	lysogenic	low quality draft
3	virus--NC_054918.1--fragment_16	lysogenic	low quality draft
3	plasmid--NZ_CP009934.1--fragment_21	lysogenic	low quality draft
3	plasmid--NC_017653.1--fragment_22	lysogenic	low quality draft
3	virus--2029527006_____ACOFG988_contig15979--fragment_74	lysogenic	low quality draft
3	virus--NC_020486.1--fragment_40	lysogenic	low quality draft
3	virus--3300012923_____Ga0137359_10000162--fragment_3	lysogenic	low quality draft
3	virus--3300017963_____Ga0180437_10000855--fragment_2	lysogenic	low quality draft
3	virus--3300013104_____Ga0157370_10000006--fragment_23	lysogenic	low quality draft
3	virus--2029527006_____ACOFG988_contig15979--fragment_63	lysogenic	low quality draft
3	virus--3300006250_____Ga0099391_100235--fragment_13	lysogenic	low quality draft
3	virus--NC_028093.1--fragment_3	lysogenic	low quality draft
3	virus--NC_028683.1--fragment_20	lysogenic	low quality draft
3	virus--3300018481_____Ga0190271_10000012--fragment_39	lysogenic	low quality draft
3	virus--NC_019929.1--fragment_24	lysogenic	low quality draft
3	virus--3300012334_____Ga0118036_100003--fragment_3	lysogenic	low quality draft
3	virus--NC_005282.1--fragment_18	lysogenic	low quality draft
3	virus--NC_042352.1--fragment_10	lysogenic	low quality draft
3	virus--Bacilli_gi_501537837-868404-915959--fragment_3	lysogenic	low quality draft
3	virus--Bacilli_gi_523688976-105158-146099--fragment_5	lysogenic	low quality draft
3	virus--NC_055764.1--fragment_15	lysogenic	low quality draft
3	virus--3300008714_____Ga0115608_100110--fragment_3	lysogenic	low quality draft
3	virus--NC_014792.1--fragment_4	lysogenic	low quality draft
3	virus--NC_048820.1--fragment_17	lysogenic	low quality draft
3	virus--3300006869_____Ga0075477_10000093--fragment_6	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_545240590-42841-76932--fragment_1	lysogenic	low quality draft
3	plasmid--NC_004721.2--fragment_2	lysogenic	low quality draft
3	virus--3300008679_____Ga0115430_1000226--fragment_8	lysogenic	low quality draft
3	virus--3300008299_____Ga0114868_1000338--fragment_12	lysogenic	low quality draft
3	virus--3300002704_____JGI25155J39150_1000118--fragment_4	lysogenic	low quality draft
3	virus--Bacilli_gi_486385588-2250358-2294564--fragment_11	lysogenic	low quality draft
3	virus--Bacilli_gi_452730991-98558-142890--fragment_8	lysogenic	low quality draft
3	virus--NC_031049.1--fragment_30	lysogenic	low quality draft
3	virus--NC_043235.1--fragment_43	lysogenic	low quality draft
3	virus--3300007791_____Ga0105806_1000166--fragment_7	lysogenic	low quality draft
3	virus--Bacilli_gi_151220212-320821-363215--fragment_2	lysogenic	low quality draft
3	virus--7000000640_____SRS015278_WUGC_scaffold_30388--fragment_8	lysogenic	low quality draft
3	virus--NC_051699.1--fragment_2	lysogenic	low quality draft
3	virus--NC_054906.1--fragment_14	lysogenic	low quality draft
3	virus--NC_049818.1--fragment_11	lysogenic	low quality draft
3	virus--NC_018854.1--fragment_4	lysogenic	low quality draft
3	virus--3300005512_____Ga0074648_1000794--fragment_3	lysogenic	low quality draft
3	virus--NC_022335.1--fragment_2	lysogenic	low quality draft
3	virus--NC_041883.1--fragment_10	lysogenic	low quality draft
3	virus--3300019373_____Ga0187895_1000037--fragment_4	lysogenic	low quality draft
3	virus--3300013193_____Ga0118324_100007--fragment_8	lysogenic	low quality draft
3	virus--3300012423_____Ga0118363_10002--fragment_5	lysogenic	low quality draft
3	virus--NC_055767.1--fragment_6	lysogenic	low quality draft
3	virus--NC_049853.1--fragment_6	lysogenic	low quality draft
3	virus--3300002529_____C687J35504_10000269--fragment_4	lysogenic	low quality draft
3	virus--3300001200_____BBAY65_10000042--fragment_26	lysogenic	low quality draft
3	virus--3300006914_____Ga0075436_100000172--fragment_5	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_476382231-11961-44723--fragment_1	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_545285126-720361-751804--fragment_5	lysogenic	low quality draft
3	virus--NC_047728.1--fragment_33	lysogenic	low quality draft
3	virus--3300009428_____Ga0114915_1000087--fragment_8	lysogenic	low quality draft
3	virus--NC_054904.1--fragment_33	lysogenic	low quality draft
3	virus--NC_013691.1--fragment_1	lysogenic	low quality draft
3	plasmid--NZ_CP020346.1--fragment_3	lysogenic	low quality draft
3	virus--3300009652_____Ga0123330_1000592--fragment_4	lysogenic	low quality draft
3	virus--NC_024208.1--fragment_11	lysogenic	low quality draft
3	virus--7000000640_____SRS015278_WUGC_scaffold_18168--fragment_8	lysogenic	low quality draft
3	virus--NC_053509.1--fragment_12	lysogenic	low quality draft
3	virus--3300011771_____Ga0122102_100087--fragment_3	lysogenic	low quality draft
3	virus--3300006328_____Ga0099580_100172--fragment_6	lysogenic	low quality draft
3	virus--NC_055920.1--fragment_5	lysogenic	low quality draft
3	virus--NC_043027.1--fragment_30	lysogenic	low quality draft
3	virus--NC_047733.1--fragment_30	lysogenic	low quality draft
3	virus--NC_031107.2--fragment_43	lysogenic	low quality draft
3	virus--NC_019422.1--fragment_7	lysogenic	low quality draft
3	virus--NC_060132.1--fragment_10	lysogenic	low quality draft
3	virus--NC_013650.1--fragment_28	lysogenic	low quality draft
3	virus--3300007960_____Ga0099850_1000066--fragment_5	lysogenic	low quality draft
3	virus--NC_048773.1--fragment_17	lysogenic	low quality draft
3	virus--NC_015289.1--fragment_41	lysogenic	low quality draft
3	virus--NC_014792.1--fragment_42	lysogenic	low quality draft
3	virus--3300008255_____Ga0100403_1000407--fragment_4	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_553753101-2061664-2104605--fragment_6	lysogenic	low quality draft
3	virus--NC_013650.1--fragment_38	lysogenic	low quality draft
3	virus--3300008079_____Ga0105956_100038--fragment_17	lysogenic	low quality draft
3	virus--NC_025418.1--fragment_1	lysogenic	low quality draft
3	virus--3300024332_____Ga0228659_1000005--fragment_10	lysogenic	low quality draft
3	virus--NC_029059.1--fragment_4	lysogenic	low quality draft
3	virus--NC_051708.1--fragment_12	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_545237221--fragment_1	lysogenic	low quality draft
3	virus--NC_047853.1--fragment_32	lysogenic	low quality draft
3	virus--NC_051703.1--fragment_12	lysogenic	low quality draft
3	virus--NC_025447.1--fragment_41	lysogenic	low quality draft
3	virus--NC_028091.1--fragment_8	lysogenic	low quality draft
3	virus--3300007196_____Ga0103270_100179--fragment_9	lysogenic	low quality draft
3	virus--3300007789_____Ga0105762_100007--fragment_3	lysogenic	low quality draft
3	virus--3300005563_____Ga0068855_100000570--fragment_4	lysogenic	low quality draft
3	virus--3300009771_____Ga0116155_10000258--fragment_13	lysogenic	low quality draft
3	virus--NC_049364.1--fragment_7	lysogenic	low quality draft
3	virus--3300008404_____Ga0115185_100465--fragment_10	lysogenic	low quality draft
3	virus--3300014529_____Ga0169876_100354--fragment_6	lysogenic	low quality draft
3	virus--NC_020876.1--fragment_12	lysogenic	low quality draft
3	virus--3300000440_____AR_comb_assmDRAFT_10106562--fragment_12	lysogenic	low quality draft
3	virus--NC_027130.1--fragment_40	lysogenic	low quality draft
3	virus--NC_048736.1--fragment_30	lysogenic	low quality draft
3	virus--NC_012784.1--fragment_5	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_545295392-129076-169628--fragment_3	lysogenic	low quality draft
3	virus--3300013461_____Ga0118219_100001--fragment_6	lysogenic	low quality draft
3	virus--3300007959_____Ga0079306_1000384--fragment_8	lysogenic	low quality draft
3	virus--Bacilli_gi_487392815-426730-471478--fragment_9	lysogenic	low quality draft
3	virus--NC_051671.1--fragment_12	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_147673035-689119-722678--fragment_2	lysogenic	low quality draft
3	virus--NC_042098.1--fragment_55	lysogenic	low quality draft
3	plasmid--NZ_CP015139.1--fragment_29	lysogenic	low quality draft
3	virus--3300006749_____Ga0098042_1000038--fragment_6	lysogenic	low quality draft
3	virus--Bacilli_gi_487135576-1040655-1082111--fragment_8	lysogenic	low quality draft
3	virus--3300010354_____Ga0129333_10000012--fragment_16	lysogenic	low quality draft
3	virus--3300009081_____Ga0105098_10000023--fragment_8	lysogenic	low quality draft
3	virus--NC_008515.1--fragment_41	lysogenic	low quality draft
3	virus--3300012317_____Ga0118623_100007--fragment_4	lysogenic	low quality draft
3	virus--3300002641_____loc_105931418--fragment_27	lysogenic	low quality draft
3	virus--3300005289_____Ga0065704_10070249--fragment_3	lysogenic	low quality draft
3	virus--NC_047726.1--fragment_6	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_476381196-1433682-1473548--fragment_10	lysogenic	low quality draft
3	virus--NC_051623.1--fragment_1	lysogenic	low quality draft
3	virus--3300007648_____Ga0105531_100328--fragment_6	lysogenic	low quality draft
3	virus--3300009419_____Ga0114982_1000053--fragment_11	lysogenic	low quality draft
3	virus--NC_025447.1--fragment_8	lysogenic	low quality draft
3	virus--3300012942_____Ga0164242_10000683--fragment_8	lysogenic	low quality draft
3	virus--3300005577_____Ga0068857_100000128--fragment_9	lysogenic	low quality draft
3	virus--3300005914_____Ga0075117_1000194--fragment_6	lysogenic	low quality draft
3	virus--3300012039_____Ga0137421_1000023--fragment_8	lysogenic	low quality draft
3	virus--NC_031904.1--fragment_15	lysogenic	low quality draft
3	virus--7000000648_____SRS016516_LANL_scaffold_81--fragment_9	lysogenic	low quality draft
3	virus--NC_031941.1--fragment_1	lysogenic	low quality draft
3	virus--3300013268_____Ga0118444_100004--fragment_5	lysogenic	low quality draft
3	virus--3300011989_____Ga0120380_1000436--fragment_4	lysogenic	low quality draft
3	virus--NC_018856.1--fragment_33	lysogenic	low quality draft
3	virus--3300008503_____Ga0111013_100082--fragment_4	lysogenic	low quality draft
3	virus--NC_029093.1--fragment_15	lysogenic	low quality draft
3	virus--NC_019408.1--fragment_39	lysogenic	low quality draft
3	virus--NC_031078.1--fragment_11	lysogenic	low quality draft
3	virus--NC_048696.1--fragment_3	lysogenic	low quality draft
3	virus--NC_004615.1--fragment_1	lysogenic	low quality draft
3	virus--3300009671_____Ga0123334_1000473--fragment_10	lysogenic	low quality draft
3	virus--3300013273_____Ga0118214_100013--fragment_8	lysogenic	low quality draft
3	virus--3300011907_____Ga0120920_100052--fragment_12	lysogenic	low quality draft
3	virus--NC_055726.1--fragment_18	lysogenic	low quality draft
3	plasmid--NZ_CP022671.1--fragment_3	lysogenic	low quality draft
3	virus--3300001749_____JGI24025J20009_10000130--fragment_10	lysogenic	low quality draft
3	virus--NC_019504.1--fragment_4	lysogenic	low quality draft
3	virus--3300004168_____Ga0066426_1000005--fragment_3	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_425216988--fragment_13	lysogenic	low quality draft
3	virus--NC_004681.1--fragment_9	lysogenic	low quality draft
3	virus--3300018416_____Ga0181553_10000093--fragment_3	lysogenic	low quality draft
3	virus--NC_049814.1--fragment_5	lysogenic	low quality draft
3	virus--3300013161_____Ga0118354_100005--fragment_6	lysogenic	low quality draft
3	virus--3300012065_____Ga0153923_100068--fragment_4	lysogenic	low quality draft
3	virus--NC_042317.1--fragment_10	lysogenic	low quality draft
3	virus--NC_031107.2--fragment_44	lysogenic	low quality draft
3	virus--NC_009762.3--fragment_5	lysogenic	low quality draft
3	virus--NC_054913.1--fragment_26	lysogenic	low quality draft
3	virus--3300009442_____Ga0115563_1000118--fragment_7	lysogenic	low quality draft
3	virus--NC_005083.2--fragment_15	lysogenic	low quality draft
3	virus--Gammaproteobacteria_gi_556493183-273839-318621--fragment_2	lysogenic	low quality draft
